K,Sharpe_step_concat,IC_mean,IC_std,MSE_mean,R2_mean,pnl_len
75,0.005903639053839783,0.0092970013327482,0.011091210400389503,8.10090484521958e-06,-0.14565882322674312,196900
60,0.005055739378875104,0.0070175205714242865,0.009052141641772631,8.059324328207882e-06,-0.13660011604785477,196900
30,0.0030162236170234733,0.007525071060393393,0.008920627520120683,8.146798219141427e-06,-0.15326235262608948,196900
50,0.002523672354727194,0.004086535656509132,0.010204300399037502,8.046861258120696e-06,-0.1407660300503453,196900
10,0.002443612557937667,-0.0016223606300011905,0.010281982936149172,8.177685372749944e-06,-0.16887094236910882,196900
40,0.001822648565503154,0.006682142721978944,0.011543629950870818,8.12325777731442e-06,-0.142504596651161,196900
20,0.0008856726226239617,-0.0016473848801240372,0.008310372019256227,8.230524587822431e-06,-0.15512396517020788,196900
15,0.00027052430021666193,0.0006481893571558227,0.00906101970980224,8.246171983413949e-06,-0.16152600660414804,196900
