MSE,R2,IC_Spearman,Sharpe_per_step_sign_sample,Sharpe_per_step_sign_minute,Sharpe_per_step_relative_minute,num_rows
4.719747855698187e-06,-0.03199893199118353,0.003654466743733723,-0.005751212374627537,-0.008787634125662474,0.01078614940672706,99749
