AnnReturn_strategy,AnnVol_strategy,Sharpe_strategy,AvgTurnover_per_min,MaxDrawdown,AnnExcess_vs_SMH,AnnReturn_SMH,AnnVol_SMH,AnnReturn_SPY,AnnVol_SPY,Calibrated_K
-9.53881701128004,0.10549985737938604,-90.41544934963922,0.20436849188041023,-0.8244254032291853,-12.566551540057606,3.0277345287775685,0.4385162850487809,1.2037473629370519,0.19185817048878695,1.5
