date_ny,symbol,dividend,div_event_flag,div_amount,div_negative_flag,split_ratio,split_flag,split_mult,split_nonpos_flag,shares_out,shares_out_nonpos_flag,shares_out_ffill,log_shares_out,shares_out_roll_mean_252,shares_out_roll_std_252,shares_out_roll_z_252,earnings_flag,eps_estimate,eps_actual,eps_surp_pct,eps_surp_pct_calc,eps_surp_pct_final,eps_surp_winsor,eps_surp_rz_8,dividend_iqr_outlier,div_amount_iqr_outlier,split_ratio_iqr_outlier,split_mult_iqr_outlier,shares_out_iqr_outlier,log_shares_out_iqr_outlier,eps_estimate_iqr_outlier,eps_actual_iqr_outlier,eps_surp_pct_final_iqr_outlier,eps_surp_winsor_iqr_outlier,div_amount_rz_8,eps_estimate_rz_8,eps_actual_rz_8,5d_before_earnings_flag,year,month,day
2025/1/24,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53657303114429,0.0220545358622151,-0.938546778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,1,24
2025/1/27,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53630942863717,0.0221677456529138,-0.921862393,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,1,27
2025/1/28,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.5362215611348,0.0222046585866998,-0.916372728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,1,28
2025/1/30,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.536043119251325,0.0222769802231387,-0.905387601,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,1,30
2025/1/31,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.535925348414832,0.0223048303407548,-0.898977062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,1,31
2025/2/3,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53568970572752,0.0224098813187849,-0.884247795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,2,3
2025/2/4,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53561581813505,0.022444372458351,-0.879596905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,2,4
2025/2/5,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53554193054257,0.0224785678063283,-0.874971801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2025,2,5
2025/2/6,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.5354680429501,0.0225124687105963,-0.870372131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,2025,2,6
2025/2/7,AMAT,0.0,0,0.0,0,0,1,0,1,812700992,0,812700992,20.51587381757577,20.53539415535764,0.0225460764993559,-0.865797549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2025,2,7
